Generated_File_Name 	Parent_Folder 	Original_File_Name 	Segment_Index
01518.wav	 20171117b-25	 055206	 43
01519.wav	 20171117b-25	 055206	 10
01520.wav	 20171117b-25	 055206	 18
01521.wav	 20171117b-25	 055206	 30
01522.wav	 20171117b-25	 055206	 33
01523.wav	 20171117b-25	 055206	 19
01524.wav	 20171117d-26	 225044	 16
01525.wav	 20171117d-26	 225044	 11
01526.wav	 20171117d-26	 225044	 37
01527.wav	 20171117d-26	 225044	 8
01528.wav	 20171117d-26	 225044	 10
01529.wav	 20171117d-26	 225044	 40
01530.wav	 20171117d-26	 225044	 42
01531.wav	 20171117d-26	 225044	 21
01532.wav	 20171117d-26	 225044	 3
01533.wav	 20171117d-26	 225044	 23
01534.wav	 20171117d-26	 225044	 7
01535.wav	 20171117d-26	 225044	 28
01536.wav	 20171117d-26	 225044	 43
01537.wav	 20171117d-26	 225044	 33
01538.wav	 20171117d-26	 225044	 41
01539.wav	 20171117d-26	 225044	 24
01540.wav	 20171117d-26	 225044	 5
01541.wav	 20171117d-26	 225044	 27
01542.wav	 20171117d-26	 225044	 44
01543.wav	 20171117d-26	 225044	 13
01544.wav	 20171117d-26	 225044	 9
01545.wav	 20171117d-26	 225044	 35
01546.wav	 20171117d-26	 225044	 4
01547.wav	 20171117d-26	 225044	 6
01548.wav	 20171117d-26	 225044	 38
01549.wav	 20171117d-26	 225044	 20
01550.wav	 20171117d-26	 225044	 32
01551.wav	 20171117d-26	 225044	 29
01552.wav	 20171117d-26	 225044	 19
01553.wav	 20171117d-26	 225044	 17
01554.wav	 20171117d-26	 225044	 18
01555.wav	 20171117d-26	 225044	 39
01556.wav	 20171117d-26	 225044	 15
01557.wav	 20171117d-26	 225044	 22
01558.wav	 20171117d-26	 225044	 34
01559.wav	 20171117d-26	 225044	 26
01560.wav	 20171117d-26	 225044	 25
01561.wav	 20171117d-26	 225044	 1
01562.wav	 20171117d-26	 225044	 36
01563.wav	 20171117d-26	 225044	 31
01564.wav	 20171117d-26	 225044	 30
01565.wav	 20171117d-26	 225044	 2
01566.wav	 20171117d-26	 225044	 12
01567.wav	 20171117d-26	 225044	 14
01568.wav	 20171118-27	 27	 15
01569.wav	 20171118-27	 27	 38
01570.wav	 20171118-27	 27	 2
01571.wav	 20171118-27	 27	 31
01572.wav	 20171118-27	 27	 28
01573.wav	 20171118-27	 27	 32
01574.wav	 20171118-27	 27	 7
01575.wav	 20171118-27	 27	 12
01576.wav	 20171118-27	 27	 14
01577.wav	 20171118-27	 27	 33
01578.wav	 20171118-27	 27	 5
01579.wav	 20171118-27	 27	 6
01580.wav	 20171118-27	 27	 37
01581.wav	 20171118-27	 27	 4
01582.wav	 20171118-27	 27	 21
01583.wav	 20171118-27	 27	 16
01584.wav	 20171118-27	 27	 30
01585.wav	 20171118-27	 27	 13
01586.wav	 20171118-27	 27	 35
01587.wav	 20171118-27	 27	 20
01588.wav	 20171118-27	 27	 22
01589.wav	 20171118-27	 27	 29
01590.wav	 20171118-27	 27	 39
01591.wav	 20171118-27	 27	 19
01592.wav	 20171118-27	 27	 1
01593.wav	 20171118-27	 27	 3
01594.wav	 20171118-27	 27	 25
01595.wav	 20171118-27	 27	 18
01596.wav	 20171118-27	 27	 27
01597.wav	 20171118-27	 27	 34
01598.wav	 20171118-27	 27	 36
01599.wav	 20171118-27	 27	 17
01600.wav	 20171118-27	 27	 11
01601.wav	 20171118-27	 27	 26
01602.wav	 20171118-27	 27	 23
01603.wav	 20171118-27	 27	 24
01604.wav	 20171118-27	 27	 10
01605.wav	 20171118-27	 27	 9
01606.wav	 20171118-27	 27	 8
01607.wav	 20171118a-28	 074918	 37
01608.wav	 20171118a-28	 074918	 5
01609.wav	 20171118a-28	 074918	 9
01610.wav	 20171118a-28	 074918	 19
01611.wav	 20171118a-28	 074918	 72
01612.wav	 20171118a-28	 074918	 43
01613.wav	 20171118a-28	 074918	 94
01614.wav	 20171118a-28	 074918	 69
01615.wav	 20171118a-28	 074918	 58
01616.wav	 20171118a-28	 074918	 35
01617.wav	 20171118a-28	 074918	 83
01618.wav	 20171118a-28	 074918	 82
01619.wav	 20171118a-28	 074918	 18
01620.wav	 20171118a-28	 074918	 33
01621.wav	 20171118a-28	 074918	 30
01622.wav	 20171118a-28	 074918	 57
01623.wav	 20171118a-28	 074918	 24
01624.wav	 20171118a-28	 074918	 25
01625.wav	 20171118a-28	 074918	 46
01626.wav	 20171118a-28	 074918	 64
01627.wav	 20171118a-28	 074918	 40
01628.wav	 20171118a-28	 074918	 53
01629.wav	 20171118a-28	 074918	 59
01630.wav	 20171118a-28	 074918	 93
01631.wav	 20171118a-28	 074918	 84
01632.wav	 20171118a-28	 074918	 29
01633.wav	 20171118a-28	 074918	 51
01634.wav	 20171118a-28	 074918	 1
01635.wav	 20171118a-28	 074918	 21
01636.wav	 20171118a-28	 074918	 89
01637.wav	 20171118a-28	 074918	 88
01638.wav	 20171118a-28	 074918	 79
01639.wav	 20171118a-28	 074918	 70
01640.wav	 20171118a-28	 074918	 26
01641.wav	 20171118a-28	 074918	 16
01642.wav	 20171118a-28	 074918	 32
01643.wav	 20171118a-28	 074918	 28
01644.wav	 20171118a-28	 074918	 4
01645.wav	 20171118a-28	 074918	 31
01646.wav	 20171118a-28	 074918	 67
01647.wav	 20171118a-28	 074918	 34
01648.wav	 20171118a-28	 074918	 41
01649.wav	 20171118a-28	 074918	 10
01650.wav	 20171118a-28	 074918	 80
01651.wav	 20171118a-28	 074918	 44
01652.wav	 20171118a-28	 074918	 50
01653.wav	 20171118a-28	 074918	 71
01654.wav	 20171118a-28	 074918	 85
01655.wav	 20171118a-28	 074918	 75
01656.wav	 20171118a-28	 074918	 74
01657.wav	 20171118a-28	 074918	 42
01658.wav	 20171118a-28	 074918	 38
01659.wav	 20171118a-28	 074918	 65
01660.wav	 20171118a-28	 074918	 17
01661.wav	 20171118a-28	 074918	 11
01662.wav	 20171118a-28	 074918	 96
01663.wav	 20171118a-28	 074918	 22
01664.wav	 20171118a-28	 074918	 56
01665.wav	 20171118a-28	 074918	 36
01666.wav	 20171118a-28	 074918	 55
01667.wav	 20171118a-28	 074918	 92
01668.wav	 20171118a-28	 074918	 45
01669.wav	 20171118a-28	 074918	 14
01670.wav	 20171118a-28	 074918	 6
01671.wav	 20171118a-28	 074918	 12
01672.wav	 20171118a-28	 074918	 62
01673.wav	 20171118a-28	 074918	 87
01674.wav	 20171118a-28	 074918	 13
01675.wav	 20171118a-28	 074918	 63
01676.wav	 20171118a-28	 074918	 73
01677.wav	 20171118a-28	 074918	 15
01678.wav	 20171118a-28	 074918	 52
01679.wav	 20171118a-28	 074918	 81
01680.wav	 20171118a-28	 074918	 78
01681.wav	 20171118a-28	 074918	 39
01682.wav	 20171118a-28	 074918	 66
01683.wav	 20171118a-28	 074918	 76
01684.wav	 20171118a-28	 074918	 47
01685.wav	 20171118a-28	 074918	 7
01686.wav	 20171118a-28	 074918	 95
01687.wav	 20171118a-28	 074918	 49
01688.wav	 20171118a-28	 074918	 90
01689.wav	 20171118a-28	 074918	 60
01690.wav	 20171118a-28	 074918	 77
01691.wav	 20171118a-28	 074918	 3
01692.wav	 20171118a-28	 074918	 61
01693.wav	 20171118a-28	 074918	 91
01694.wav	 20171118a-28	 074918	 27
01695.wav	 20171118a-28	 074918	 2
01696.wav	 20171118a-28	 074918	 97
01697.wav	 20171118a-28	 074918	 54
01698.wav	 20171118a-28	 074918	 23
01699.wav	 20171118a-28	 074918	 48
01700.wav	 20171118a-28	 074918	 8
01701.wav	 20171118a-28	 074918	 86
01702.wav	 20171118a-28	 074918	 20
01703.wav	 20171118a-28	 074918	 68
01704.wav	 20171119b-29	 151043	 20
01705.wav	 20171119b-29	 151043	 56
01706.wav	 20171119b-29	 151043	 21
01707.wav	 20171119b-29	 151043	 1
01708.wav	 20171119b-29	 151043	 50
01709.wav	 20171119b-29	 151043	 33
01710.wav	 20171119b-29	 151043	 12
01711.wav	 20171119b-29	 151043	 16
01712.wav	 20171119b-29	 151043	 15
01713.wav	 20171119b-29	 151043	 60
01714.wav	 20171119b-29	 151043	 40
01715.wav	 20171119b-29	 151043	 5
01716.wav	 20171119b-29	 151043	 53
01717.wav	 20171119b-29	 151043	 42
01718.wav	 20171119b-29	 151043	 10
01719.wav	 20171119b-29	 151043	 37
01720.wav	 20171119b-29	 151043	 3
01721.wav	 20171119b-29	 151043	 36
01722.wav	 20171119b-29	 151043	 11
01723.wav	 20171119b-29	 151043	 30
01724.wav	 20171119b-29	 151043	 49
01725.wav	 20171119b-29	 151043	 26
01726.wav	 20171119b-29	 151043	 24
01727.wav	 20171119b-29	 151043	 7
01728.wav	 20171119b-29	 151043	 67
01729.wav	 20171119b-29	 151043	 35
01730.wav	 20171119b-29	 151043	 45
01731.wav	 20171119b-29	 151043	 54
01732.wav	 20171119b-29	 151043	 6
01733.wav	 20171119b-29	 151043	 23
01734.wav	 20171119b-29	 151043	 17
01735.wav	 20171119b-29	 151043	 61
01736.wav	 20171119b-29	 151043	 47
01737.wav	 20171119b-29	 151043	 62
01738.wav	 20171119b-29	 151043	 27
01739.wav	 20171119b-29	 151043	 19
01740.wav	 20171119b-29	 151043	 59
01741.wav	 20171119b-29	 151043	 14
01742.wav	 20171119b-29	 151043	 2
01743.wav	 20171119b-29	 151043	 34
01744.wav	 20171119b-29	 151043	 51
01745.wav	 20171119b-29	 151043	 31
01746.wav	 20171119b-29	 151043	 13
01747.wav	 20171119b-29	 151043	 9
01748.wav	 20171119b-29	 151043	 66
01749.wav	 20171119b-29	 151043	 28
01750.wav	 20171119b-29	 151043	 46
01751.wav	 20171119b-29	 151043	 55
01752.wav	 20171119b-29	 151043	 38
01753.wav	 20171119b-29	 151043	 58
01754.wav	 20171119b-29	 151043	 41
01755.wav	 20171119b-29	 151043	 25
01756.wav	 20171119b-29	 151043	 44
01757.wav	 20171119b-29	 151043	 22
01758.wav	 20171119b-29	 151043	 48
01759.wav	 20171119b-29	 151043	 8
01760.wav	 20171119b-29	 151043	 4
01761.wav	 20171119b-29	 151043	 64
01762.wav	 20171119b-29	 151043	 29
01763.wav	 20171119b-29	 151043	 18
01764.wav	 20171119b-29	 151043	 52
01765.wav	 20171119b-29	 151043	 57
01766.wav	 20171119b-29	 151043	 65
01767.wav	 20171119b-29	 151043	 32
01768.wav	 20171119b-29	 151043	 43
01769.wav	 20171119b-29	 151043	 63
01770.wav	 20171119b-29	 151043	 39
01771.wav	 20171120-30	 214753	 63
01772.wav	 20171120-30	 214753	 22
01773.wav	 20171120-30	 214753	 13
01774.wav	 20171120-30	 214753	 59
01775.wav	 20171120-30	 214753	 61
01776.wav	 20171120-30	 214753	 12
01777.wav	 20171120-30	 214753	 24
01778.wav	 20171120-30	 214753	 29
01779.wav	 20171120-30	 214753	 37
01780.wav	 20171120-30	 214753	 60
01781.wav	 20171120-30	 214753	 32
01782.wav	 20171120-30	 214753	 31
01783.wav	 20171120-30	 214753	 3
01784.wav	 20171120-30	 214753	 26
01785.wav	 20171120-30	 214753	 30
01786.wav	 20171120-30	 214753	 14
01787.wav	 20171120-30	 214753	 58
01788.wav	 20171120-30	 214753	 33
01789.wav	 20171120-30	 214753	 49
01790.wav	 20171120-30	 214753	 27
01791.wav	 20171120-30	 214753	 42
01792.wav	 20171120-30	 214753	 53
01793.wav	 20171120-30	 214753	 4
01794.wav	 20171120-30	 214753	 36
01795.wav	 20171120-30	 214753	 39
01796.wav	 20171120-30	 214753	 48
01797.wav	 20171120-30	 214753	 19
01798.wav	 20171120-30	 214753	 62
01799.wav	 20171120-30	 214753	 45
01800.wav	 20171120-30	 214753	 35
01801.wav	 20171120-30	 214753	 25
01802.wav	 20171120-30	 214753	 2
01803.wav	 20171120-30	 214753	 16
01804.wav	 20171120-30	 214753	 10
01805.wav	 20171120-30	 214753	 57
01806.wav	 20171120-30	 214753	 18
01807.wav	 20171120-30	 214753	 20
01808.wav	 20171120-30	 214753	 56
01809.wav	 20171120-30	 214753	 6
01810.wav	 20171120-30	 214753	 15
01811.wav	 20171120-30	 214753	 50
01812.wav	 20171120-30	 214753	 41
01813.wav	 20171120-30	 214753	 28
01814.wav	 20171120-30	 214753	 52
01815.wav	 20171120-30	 214753	 5
01816.wav	 20171120-30	 214753	 21
01817.wav	 20171120-30	 214753	 54
01818.wav	 20171120-30	 214753	 7
01819.wav	 20171120-30	 214753	 44
01820.wav	 20171120-30	 214753	 23
01821.wav	 20171120-30	 214753	 46
01822.wav	 20171120-30	 214753	 40
01823.wav	 20171120-30	 214753	 43
01824.wav	 20171120-30	 214753	 34
01825.wav	 20171120-30	 214753	 47
01826.wav	 20171120-30	 214753	 17
01827.wav	 20171120-30	 214753	 51
01828.wav	 20171120-30	 214753	 64
01829.wav	 20171120-30	 214753	 1
01830.wav	 20171120-30	 214753	 55
01831.wav	 20171120-30	 214753	 9
01832.wav	 20171120-30	 214753	 11
01833.wav	 20171120-30	 214753	 38
01834.wav	 20171120-30	 214753	 8
01835.wav	 20171121-31	 031902	 140
01836.wav	 20171121-31	 031902	 2
01837.wav	 20171121-31	 031902	 193
01838.wav	 20171121-31	 031902	 7
01839.wav	 20171121-31	 031902	 45
01840.wav	 20171121-31	 031902	 162
01841.wav	 20171121-31	 031902	 3
01842.wav	 20171121-31	 031902	 91
01843.wav	 20171121-31	 031902	 94
01844.wav	 20171121-31	 031902	 58
01845.wav	 20171121-31	 031902	 183
01846.wav	 20171121-31	 031902	 13
01847.wav	 20171121-31	 031902	 14
01848.wav	 20171121-31	 031902	 175
01849.wav	 20171121-31	 031902	 133
01850.wav	 20171121-31	 031902	 76
01851.wav	 20171121-31	 031902	 15
01852.wav	 20171121-31	 031902	 107
01853.wav	 20171121-31	 031902	 145
01854.wav	 20171121-31	 031902	 47
01855.wav	 20171121-31	 031902	 55
01856.wav	 20171121-31	 031902	 160
01857.wav	 20171121-31	 031902	 43
01858.wav	 20171121-31	 031902	 6
01859.wav	 20171121-31	 031902	 170
01860.wav	 20171121-31	 031902	 62
01861.wav	 20171121-31	 031902	 97
01862.wav	 20171121-31	 031902	 96
01863.wav	 20171121-31	 031902	 71
01864.wav	 20171121-31	 031902	 82
01865.wav	 20171121-31	 031902	 30
01866.wav	 20171121-31	 031902	 177
01867.wav	 20171121-31	 031902	 105
01868.wav	 20171121-31	 031902	 179
01869.wav	 20171121-31	 031902	 36
01870.wav	 20171121-31	 031902	 106
01871.wav	 20171121-31	 031902	 67
01872.wav	 20171121-31	 031902	 142
01873.wav	 20171121-31	 031902	 52
01874.wav	 20171121-31	 031902	 4
01875.wav	 20171121-31	 031902	 184
01876.wav	 20171121-31	 031902	 143
01877.wav	 20171121-31	 031902	 22
01878.wav	 20171121-31	 031902	 203
01879.wav	 20171121-31	 031902	 171
01880.wav	 20171121-31	 031902	 23
01881.wav	 20171121-31	 031902	 187
01882.wav	 20171121-31	 031902	 44
01883.wav	 20171121-31	 031902	 196
01884.wav	 20171121-31	 031902	 124
01885.wav	 20171121-31	 031902	 110
01886.wav	 20171121-31	 031902	 131
01887.wav	 20171121-31	 031902	 17
01888.wav	 20171121-31	 031902	 169
01889.wav	 20171121-31	 031902	 99
01890.wav	 20171121-31	 031902	 122
01891.wav	 20171121-31	 031902	 61
01892.wav	 20171121-31	 031902	 173
01893.wav	 20171121-31	 031902	 115
01894.wav	 20171121-31	 031902	 116
01895.wav	 20171121-31	 031902	 204
01896.wav	 20171121-31	 031902	 108
01897.wav	 20171121-31	 031902	 100
01898.wav	 20171121-31	 031902	 118
01899.wav	 20171121-31	 031902	 144
01900.wav	 20171121-31	 031902	 39
01901.wav	 20171121-31	 031902	 202
01902.wav	 20171121-31	 031902	 186
01903.wav	 20171121-31	 031902	 149
01904.wav	 20171121-31	 031902	 69
01905.wav	 20171121-31	 031902	 156
01906.wav	 20171121-31	 031902	 26
01907.wav	 20171121-31	 031902	 172
01908.wav	 20171121-31	 031902	 9
01909.wav	 20171121-31	 031902	 182
01910.wav	 20171121-31	 031902	 154
01911.wav	 20171121-31	 031902	 166
01912.wav	 20171121-31	 031902	 51
01913.wav	 20171121-31	 031902	 126
01914.wav	 20171121-31	 031902	 103
01915.wav	 20171121-31	 031902	 35
01916.wav	 20171121-31	 031902	 185
01917.wav	 20171121-31	 031902	 101
01918.wav	 20171121-31	 031902	 102
01919.wav	 20171121-31	 031902	 48
01920.wav	 20171121-31	 031902	 93
01921.wav	 20171121-31	 031902	 139
01922.wav	 20171121-31	 031902	 163
01923.wav	 20171121-31	 031902	 70
01924.wav	 20171121-31	 031902	 33
01925.wav	 20171121-31	 031902	 12
01926.wav	 20171121-31	 031902	 11
01927.wav	 20171121-31	 031902	 191
01928.wav	 20171121-31	 031902	 53
01929.wav	 20171121-31	 031902	 5
01930.wav	 20171121-31	 031902	 125
01931.wav	 20171121-31	 031902	 83
01932.wav	 20171121-31	 031902	 27
01933.wav	 20171121-31	 031902	 56
01934.wav	 20171121-31	 031902	 21
01935.wav	 20171121-31	 031902	 78
01936.wav	 20171121-31	 031902	 180
01937.wav	 20171121-31	 031902	 117
01938.wav	 20171121-31	 031902	 132
01939.wav	 20171121-31	 031902	 24
01940.wav	 20171121-31	 031902	 127
01941.wav	 20171121-31	 031902	 141
01942.wav	 20171121-31	 031902	 148
01943.wav	 20171121-31	 031902	 155
01944.wav	 20171121-31	 031902	 50
01945.wav	 20171121-31	 031902	 151
01946.wav	 20171121-31	 031902	 121
01947.wav	 20171121-31	 031902	 200
01948.wav	 20171121-31	 031902	 32
01949.wav	 20171121-31	 031902	 88
01950.wav	 20171121-31	 031902	 89
01951.wav	 20171121-31	 031902	 176
01952.wav	 20171121-31	 031902	 16
01953.wav	 20171121-31	 031902	 135
01954.wav	 20171121-31	 031902	 98
01955.wav	 20171121-31	 031902	 46
01956.wav	 20171121-31	 031902	 104
01957.wav	 20171121-31	 031902	 194
01958.wav	 20171121-31	 031902	 65
01959.wav	 20171121-31	 031902	 84
01960.wav	 20171121-31	 031902	 157
01961.wav	 20171121-31	 031902	 38
01962.wav	 20171121-31	 031902	 73
01963.wav	 20171121-31	 031902	 37
01964.wav	 20171121-31	 031902	 28
01965.wav	 20171121-31	 031902	 1
01966.wav	 20171121-31	 031902	 123
01967.wav	 20171121-31	 031902	 189
01968.wav	 20171121-31	 031902	 63
01969.wav	 20171121-31	 031902	 59
01970.wav	 20171121-31	 031902	 112
01971.wav	 20171121-31	 031902	 31
01972.wav	 20171121-31	 031902	 8
01973.wav	 20171121-31	 031902	 164
01974.wav	 20171121-31	 031902	 74
01975.wav	 20171121-31	 031902	 111
01976.wav	 20171121-31	 031902	 80
01977.wav	 20171121-31	 031902	 167
01978.wav	 20171121-31	 031902	 159
01979.wav	 20171121-31	 031902	 95
01980.wav	 20171121-31	 031902	 146
01981.wav	 20171121-31	 031902	 147
01982.wav	 20171121-31	 031902	 68
01983.wav	 20171121-31	 031902	 79
01984.wav	 20171121-31	 031902	 129
01985.wav	 20171121-31	 031902	 134
01986.wav	 20171121-31	 031902	 25
01987.wav	 20171121-31	 031902	 198
01988.wav	 20171121-31	 031902	 109
01989.wav	 20171121-31	 031902	 10
01990.wav	 20171121-31	 031902	 165
01991.wav	 20171121-31	 031902	 201
01992.wav	 20171121-31	 031902	 158
01993.wav	 20171121-31	 031902	 195
01994.wav	 20171121-31	 031902	 40
01995.wav	 20171121-31	 031902	 75
01996.wav	 20171121-31	 031902	 120
01997.wav	 20171121-31	 031902	 72
01998.wav	 20171121-31	 031902	 161
01999.wav	 20171121-31	 031902	 113
02000.wav	 20171121-31	 031902	 199
02001.wav	 20171121-31	 031902	 114
02002.wav	 20171121-31	 031902	 81
02003.wav	 20171121-31	 031902	 119
02004.wav	 20171121-31	 031902	 150
02005.wav	 20171121-31	 031902	 86
02006.wav	 20171121-31	 031902	 178
02007.wav	 20171121-31	 031902	 18
02008.wav	 20171121-31	 031902	 90
02009.wav	 20171121-31	 031902	 57
02010.wav	 20171121-31	 031902	 136
02011.wav	 20171121-31	 031902	 19
02012.wav	 20171121-31	 031902	 49
02013.wav	 20171121-31	 031902	 34
02014.wav	 20171121-31	 031902	 92
02015.wav	 20171121-31	 031902	 168
02016.wav	 20171121-31	 031902	 153
02017.wav	 20171121-31	 031902	 87
02018.wav	 20171121-31	 031902	 66
02019.wav	 20171121-31	 031902	 64
02020.wav	 20171121-31	 031902	 29
02021.wav	 20171121-31	 031902	 174
02022.wav	 20171121-31	 031902	 138
02023.wav	 20171121-31	 031902	 85
02024.wav	 20171121-31	 031902	 197
02025.wav	 20171121-31	 031902	 188
02026.wav	 20171121-31	 031902	 192
02027.wav	 20171121-31	 031902	 77
02028.wav	 20171121-31	 031902	 54
02029.wav	 20171121-31	 031902	 152
02030.wav	 20171121-31	 031902	 190
02031.wav	 20171121-31	 031902	 20
02032.wav	 20171121-31	 031902	 60
02033.wav	 20171121-31	 031902	 130
02034.wav	 20171121-31	 031902	 42
02035.wav	 20171121-31	 031902	 137
02036.wav	 20171121-31	 031902	 128
02037.wav	 20171121-31	 031902	 181
02038.wav	 20171121-31	 031902	 41
02039.wav	 20171121c-32	 111158	 146
02040.wav	 20171121c-32	 111158	 89
02041.wav	 20171121c-32	 111158	 120
02042.wav	 20171121c-32	 111158	 79
02043.wav	 20171121c-32	 111158	 111
02044.wav	 20171121c-32	 111158	 130
02045.wav	 20171121c-32	 111158	 92
02046.wav	 20171121c-32	 111158	 137
02047.wav	 20171121c-32	 111158	 100
02048.wav	 20171121c-32	 111158	 34
02049.wav	 20171121c-32	 111158	 37
02050.wav	 20171121c-32	 111158	 16
02051.wav	 20171121c-32	 111158	 123
02052.wav	 20171121c-32	 111158	 78
02053.wav	 20171121c-32	 111158	 108
02054.wav	 20171121c-32	 111158	 96
02055.wav	 20171121c-32	 111158	 42
02056.wav	 20171121c-32	 111158	 53
02057.wav	 20171121c-32	 111158	 142
02058.wav	 20171121c-32	 111158	 47
02059.wav	 20171121c-32	 111158	 70
02060.wav	 20171121c-32	 111158	 140
02061.wav	 20171121c-32	 111158	 8
02062.wav	 20171121c-32	 111158	 131
02063.wav	 20171121c-32	 111158	 98
02064.wav	 20171121c-32	 111158	 95
02065.wav	 20171121c-32	 111158	 115
02066.wav	 20171121c-32	 111158	 54
02067.wav	 20171121c-32	 111158	 11
02068.wav	 20171121c-32	 111158	 86
02069.wav	 20171121c-32	 111158	 44
02070.wav	 20171121c-32	 111158	 101
02071.wav	 20171121c-32	 111158	 30
02072.wav	 20171121c-32	 111158	 102
02073.wav	 20171121c-32	 111158	 3
02074.wav	 20171121c-32	 111158	 48
02075.wav	 20171121c-32	 111158	 97
02076.wav	 20171121c-32	 111158	 113
02077.wav	 20171121c-32	 111158	 94
02078.wav	 20171121c-32	 111158	 136
02079.wav	 20171121c-32	 111158	 50
02080.wav	 20171121c-32	 111158	 19
02081.wav	 20171121c-32	 111158	 144
02082.wav	 20171121c-32	 111158	 56
02083.wav	 20171121c-32	 111158	 25
02084.wav	 20171121c-32	 111158	 71
02085.wav	 20171121c-32	 111158	 13
02086.wav	 20171121c-32	 111158	 61
02087.wav	 20171121c-32	 111158	 73
02088.wav	 20171121c-32	 111158	 4
02089.wav	 20171121c-32	 111158	 122
02090.wav	 20171121c-32	 111158	 141
02091.wav	 20171121c-32	 111158	 26
02092.wav	 20171121c-32	 111158	 20
02093.wav	 20171121c-32	 111158	 40
02094.wav	 20171121c-32	 111158	 104
02095.wav	 20171121c-32	 111158	 45
02096.wav	 20171121c-32	 111158	 119
02097.wav	 20171121c-32	 111158	 125
02098.wav	 20171121c-32	 111158	 135
02099.wav	 20171121c-32	 111158	 132
02100.wav	 20171121c-32	 111158	 124
02101.wav	 20171121c-32	 111158	 112
02102.wav	 20171121c-32	 111158	 12
02103.wav	 20171121c-32	 111158	 49
02104.wav	 20171121c-32	 111158	 67
02105.wav	 20171121c-32	 111158	 35
02106.wav	 20171121c-32	 111158	 139
02107.wav	 20171121c-32	 111158	 121
02108.wav	 20171121c-32	 111158	 91
02109.wav	 20171121c-32	 111158	 36
02110.wav	 20171121c-32	 111158	 85
02111.wav	 20171121c-32	 111158	 88
02112.wav	 20171121c-32	 111158	 126
02113.wav	 20171121c-32	 111158	 64
02114.wav	 20171121c-32	 111158	 81
02115.wav	 20171121c-32	 111158	 21
02116.wav	 20171121c-32	 111158	 28
02117.wav	 20171121c-32	 111158	 116
02118.wav	 20171121c-32	 111158	 1
02119.wav	 20171121c-32	 111158	 32
02120.wav	 20171121c-32	 111158	 14
02121.wav	 20171121c-32	 111158	 118
02122.wav	 20171121c-32	 111158	 117
02123.wav	 20171121c-32	 111158	 106
02124.wav	 20171121c-32	 111158	 6
02125.wav	 20171121c-32	 111158	 80
02126.wav	 20171121c-32	 111158	 43
02127.wav	 20171121c-32	 111158	 31
02128.wav	 20171121c-32	 111158	 114
02129.wav	 20171121c-32	 111158	 62
02130.wav	 20171121c-32	 111158	 68
02131.wav	 20171121c-32	 111158	 59
02132.wav	 20171121c-32	 111158	 99
02133.wav	 20171121c-32	 111158	 77
02134.wav	 20171121c-32	 111158	 74
02135.wav	 20171121c-32	 111158	 84
02136.wav	 20171121c-32	 111158	 10
02137.wav	 20171121c-32	 111158	 90
02138.wav	 20171121c-32	 111158	 22
02139.wav	 20171121c-32	 111158	 128
02140.wav	 20171121c-32	 111158	 55
02141.wav	 20171121c-32	 111158	 66
02142.wav	 20171121c-32	 111158	 138
02143.wav	 20171121c-32	 111158	 23
02144.wav	 20171121c-32	 111158	 83
02145.wav	 20171121c-32	 111158	 143
02146.wav	 20171121c-32	 111158	 105
02147.wav	 20171121c-32	 111158	 24
02148.wav	 20171121c-32	 111158	 41
02149.wav	 20171121c-32	 111158	 107
02150.wav	 20171121c-32	 111158	 134
02151.wav	 20171121c-32	 111158	 51
02152.wav	 20171121c-32	 111158	 15
02153.wav	 20171121c-32	 111158	 127
02154.wav	 20171121c-32	 111158	 17
02155.wav	 20171121c-32	 111158	 9
02156.wav	 20171121c-32	 111158	 147
02157.wav	 20171121c-32	 111158	 2
02158.wav	 20171121c-32	 111158	 18
02159.wav	 20171121c-32	 111158	 46
02160.wav	 20171121c-32	 111158	 110
02161.wav	 20171121c-32	 111158	 29
02162.wav	 20171121c-32	 111158	 60
02163.wav	 20171121c-32	 111158	 5
02164.wav	 20171121c-32	 111158	 129
02165.wav	 20171121c-32	 111158	 103
02166.wav	 20171121c-32	 111158	 39
02167.wav	 20171121c-32	 111158	 69
02168.wav	 20171121c-32	 111158	 93
02169.wav	 20171121c-32	 111158	 75
02170.wav	 20171121c-32	 111158	 38
02171.wav	 20171121c-32	 111158	 65
02172.wav	 20171121c-32	 111158	 145
02173.wav	 20171121c-32	 111158	 27
02174.wav	 20171121c-32	 111158	 133
02175.wav	 20171121c-32	 111158	 82
02176.wav	 20171121c-32	 111158	 87
02177.wav	 20171121c-32	 111158	 33
02178.wav	 20171121c-32	 111158	 58
02179.wav	 20171121c-32	 111158	 57
02180.wav	 20171121c-32	 111158	 109
02181.wav	 20171121c-32	 111158	 63
02182.wav	 20171121c-32	 111158	 52
02183.wav	 20171121c-32	 111158	 7
02184.wav	 20171121c-32	 111158	 72
02185.wav	 20171121c-32	 111158	 76
02186.wav	 20171121e-33	 202039	 7
02187.wav	 20171121e-33	 202039	 16
02188.wav	 20171121e-33	 202039	 26
02189.wav	 20171121e-33	 202039	 11
02190.wav	 20171121e-33	 202039	 68
02191.wav	 20171121e-33	 202039	 34
02192.wav	 20171121e-33	 202039	 25
02193.wav	 20171121e-33	 202039	 5
02194.wav	 20171121e-33	 202039	 64
02195.wav	 20171121e-33	 202039	 63
02196.wav	 20171121e-33	 202039	 66
02197.wav	 20171121e-33	 202039	 40
02198.wav	 20171121e-33	 202039	 9
