class_id	class_name	split	recording_key	segment_file	segment_index
0	Cargo	Train	20171124d-43/161634	02839.wav	42
0	Cargo	Train	20171207a-80/013045	05302.wav	65
0	Cargo	Train	20171114b-15/15	00953.wav	29
0	Cargo	Train	20171205i-75/202122	04991.wav	17
0	Cargo	Train	20171111e-9/9	00662.wav	10
0	Cargo	Train	20171208-84/005033	05618.wav	36
0	Cargo	Train	20171215b-108/114505	07198.wav	9
0	Cargo	Train	20171205g-73/124454	04827.wav	74
0	Cargo	Train	20171124a-41/41	02696.wav	31
0	Cargo	Train	20171204-66/024305	04455.wav	35
0	Cargo	Train	20171202c-63/123015	04236.wav	50
0	Cargo	Train	20171213d-97/154210	06476.wav	6
0	Cargo	Train	20171204a-67/051220	04503.wav	32
0	Cargo	Train	20171215-106/014609	07088.wav	3
0	Cargo	Train	20171125b-45/45	02950.wav	63
0	Cargo	Train	20171117b-25/055206	01521.wav	30
0	Cargo	Train	20171125c-46/134833	03010.wav	23
0	Cargo	Train	20171114d-17/17	01062.wav	7
0	Cargo	Train	20171202e-64/141802	04343.wav	22
0	Cargo	Train	20171213g-100/234857	06685.wav	58
0	Cargo	Train	20171207f-83/190947	05567.wav	43
0	Cargo	Train	20171126a-50/035027	03343.wav	9
0	Cargo	Train	20171116-22/002044	01386.wav	46
0	Cargo	Train	20171118a-28/074918	01674.wav	13
0	Cargo	Train	20171206a-77/014907	05182.wav	31
0	Cargo	Train	20171206e-78/78	05211.wav	38
0	Cargo	Train	20171215a-107/112126	07148.wav	16
0	Cargo	Train	20171126c-52/063408	03487.wav	66
0	Cargo	Train	20171203-65/191824	04366.wav	59
0	Cargo	Train	20171202a-61/054923	04142.wav	32
0	Cargo	Train	20171207-79/010450	05278.wav	33
0	Cargo	Train	20171127-53/231436	03521.wav	42
0	Cargo	Train	20171209b-86/054935	05786.wav	39
0	Cargo	Train	20171125e-48/234924	03246.wav	49
0	Cargo	Train	20171110-7/7	00455.wav	23
0	Cargo	Train	20171201-59/080357	04039.wav	45
0	Cargo	Train	20171210-88/004442	05973.wav	87
0	Cargo	Train	20171104-1/1	00076.wav	23
0	Cargo	Train	20171205h-74/140834	04980.wav	25
0	Cargo	Train	20171210a-89/020139	06010.wav	15
0	Cargo	Train	20171202b-62/62	04226.wav	13
0	Cargo	Train	20171105a-3/3	00232.wav	36
0	Cargo	Train	20171207b-81/032120	05419.wav	44
0	Cargo	Train	20171115a-18/18	01101.wav	50
0	Cargo	Train	20171212c-93/101404	06283.wav	2
0	Cargo	Train	20171118-27/27	01568.wav	15
0	Cargo	Train	20171119b-29/151043	01730.wav	45
0	Cargo	Train	20171124c-42/134001	02754.wav	66
0	Cargo	Train	20171214f-105/215513	06989.wav	29
0	Cargo	Train	20171114a-14/14	00942.wav	47
0	Cargo	Train	20171213f-99/99	06646.wav	24
0	Cargo	Train	20171130c-58/231720	03996.wav	54
0	Cargo	Train	20171126b-51/044753	03417.wav	54
0	Cargo	Train	20171121-31/031902	02013.wav	34
0	Cargo	Train	20171214d-103/103	06907.wav	22
0	Cargo	Train	20171213e-98/231302	06549.wav	60
0	Cargo	Train	20171214e-104/213748	06959.wav	42
0	Cargo	Train	20171201a-60/111402	04109.wav	10
0	Cargo	Train	20171122d-38/38	02517.wav	33
0	Cargo	Train	20171213-95/042800	06404.wav	35
0	Cargo	Train	20171129c-56/075459	03831.wav	71
0	Cargo	Train	20171121f-34/210343	02267.wav	37
0	Cargo	Train	20171204b-68/201125	04543.wav	51
0	Cargo	Train	20171128a-54/080742	03607.wav	21
0	Cargo	Train	20171209c-87/140111	05844.wav	65
0	Cargo	Train	20171115b-19/19	01227.wav	44
0	Cargo	Train	20171205-69/69	04591.wav	14
0	Cargo	Train	20171104a-2/2	00139.wav	20
0	Cargo	Train	20171122b-36/075414	02363.wav	20
0	Cargo	Train	20171111-8/8	00592.wav	24
0	Cargo	Train	20171212d-94/141302	06305.wav	25
0	Cargo	Train	20171212a-91/003918	06143.wav	4
0	Cargo	Train	20171117a-24/045829	01428.wav	58
0	Cargo	Train	20171117d-26/225044	01539.wav	24
0	Cargo	Train	20171214a-101/075400	06759.wav	53
0	Cargo	Train	20171212b-92/040423	06202.wav	47
0	Cargo	Train	20171124d-43/161634	02833.wav	11
0	Cargo	Train	20171207a-80/013045	05327.wav	4
0	Cargo	Train	20171114b-15/15	00948.wav	14
0	Cargo	Train	20171205i-75/202122	05024.wav	10
0	Cargo	Train	20171111e-9/9	00605.wav	41
0	Cargo	Train	20171208-84/005033	05577.wav	34
0	Cargo	Train	20171215b-108/114505	07232.wav	50
0	Cargo	Train	20171205g-73/124454	04840.wav	33
0	Cargo	Train	20171124a-41/41	02719.wav	21
0	Cargo	Train	20171204-66/024305	04443.wav	41
0	Cargo	Train	20171202c-63/123015	04248.wav	48
0	Cargo	Train	20171213d-97/154210	06492.wav	47
0	Cargo	Train	20171204a-67/051220	04480.wav	2
0	Cargo	Train	20171215-106/014609	07057.wav	45
0	Cargo	Train	20171125b-45/45	02937.wav	42
0	Cargo	Train	20171117b-25/055206	01499.wav	38
0	Cargo	Train	20171125c-46/134833	03006.wav	14
0	Cargo	Train	20171114d-17/17	01076.wav	17
0	Cargo	Train	20171202e-64/141802	04325.wav	90
0	Cargo	Train	20171213g-100/234857	06707.wav	4
0	Cargo	Train	20171207f-83/190947	05559.wav	28
0	Cargo	Train	20171126a-50/035027	03326.wav	35
0	Cargo	Train	20171116-22/002044	01384.wav	6
0	Cargo	Train	20171118a-28/074918	01689.wav	60
0	Cargo	Train	20171206a-77/014907	05138.wav	8
0	Cargo	Train	20171206e-78/78	05226.wav	6
0	Cargo	Train	20171215a-107/112126	07123.wav	33
0	Cargo	Train	20171126c-52/063408	03451.wav	2
0	Cargo	Train	20171203-65/191824	04399.wav	66
0	Cargo	Train	20171202a-61/054923	04123.wav	45
0	Cargo	Train	20171207-79/010450	05268.wav	17
0	Cargo	Train	20171127-53/231436	03572.wav	29
0	Cargo	Train	20171209b-86/054935	05784.wav	33
0	Cargo	Train	20171125e-48/234924	03248.wav	67
0	Cargo	Train	20171110-7/7	00531.wav	15
0	Cargo	Train	20171201-59/080357	04045.wav	19
0	Cargo	Train	20171210-88/004442	05925.wav	6
0	Cargo	Train	20171104-1/1	00032.wav	89
0	Cargo	Train	20171205h-74/140834	04927.wav	76
0	Cargo	Train	20171210a-89/020139	05992.wav	54
0	Cargo	Train	20171202b-62/62	04211.wav	37
0	Cargo	Train	20171105a-3/3	00194.wav	53
0	Cargo	Train	20171207b-81/032120	05413.wav	49
0	Cargo	Train	20171115a-18/18	01166.wav	36
0	Cargo	Train	20171212c-93/101404	06275.wav	11
0	Cargo	Train	20171118-27/27	01597.wav	34
0	Cargo	Train	20171119b-29/151043	01742.wav	2
0	Cargo	Train	20171124c-42/134001	02762.wav	11
0	Cargo	Train	20171214f-105/215513	07016.wav	46
0	Cargo	Train	20171114a-14/14	00940.wav	49
0	Cargo	Train	20171213f-99/99	06624.wav	20
0	Cargo	Train	20171130c-58/231720	03952.wav	51
0	Cargo	Train	20171126b-51/044753	03358.wav	78
0	Cargo	Train	20171121-31/031902	01934.wav	21
0	Cargo	Train	20171214d-103/103	06882.wav	32
0	Cargo	Train	20171213e-98/231302	06599.wav	56
0	Cargo	Train	20171214e-104/213748	06918.wav	18
0	Cargo	Train	20171201a-60/111402	04094.wav	23
0	Cargo	Train	20171122d-38/38	02497.wav	10
0	Cargo	Train	20171213-95/042800	06400.wav	25
0	Cargo	Train	20171129c-56/075459	03737.wav	3
0	Cargo	Train	20171121f-34/210343	02261.wav	49
0	Cargo	Train	20171204b-68/201125	04551.wav	37
0	Cargo	Train	20171128a-54/080742	03602.wav	32
0	Cargo	Train	20171209c-87/140111	05846.wav	52
0	Cargo	Train	20171115b-19/19	01203.wav	34
0	Cargo	Train	20171205-69/69	04601.wav	26
0	Cargo	Train	20171104a-2/2	00150.wav	47
0	Cargo	Train	20171122b-36/075414	02352.wav	24
0	Cargo	Train	20171111-8/8	00557.wav	13
0	Cargo	Train	20171212d-94/141302	06327.wav	10
0	Cargo	Train	20171212a-91/003918	06146.wav	8
0	Cargo	Train	20171117a-24/045829	01394.wav	43
0	Cargo	Train	20171117d-26/225044	01543.wav	13
0	Cargo	Train	20171214a-101/075400	06727.wav	26
0	Cargo	Train	20171212b-92/040423	06232.wav	34
0	Cargo	Train	20171124d-43/161634	02867.wav	49
0	Cargo	Train	20171207a-80/013045	05355.wav	10
0	Cargo	Train	20171114b-15/15	00949.wav	37
0	Cargo	Train	20171205i-75/202122	05003.wav	43
0	Cargo	Train	20171111e-9/9	00611.wav	59
0	Cargo	Train	20171208-84/005033	05621.wav	24
0	Cargo	Train	20171215b-108/114505	07220.wav	10
0	Cargo	Train	20171205g-73/124454	04896.wav	14
0	Cargo	Train	20171124a-41/41	02703.wav	18
0	Cargo	Train	20171204-66/024305	04444.wav	29
0	Cargo	Train	20171202c-63/123015	04244.wav	61
0	Cargo	Train	20171213d-97/154210	06484.wav	33
0	Cargo	Train	20171204a-67/051220	04508.wav	28
0	Cargo	Train	20171215-106/014609	07058.wav	47
0	Cargo	Train	20171125b-45/45	02960.wav	38
0	Cargo	Train	20171117b-25/055206	01497.wav	7
0	Cargo	Train	20171125c-46/134833	03053.wav	33
0	Cargo	Train	20171114d-17/17	01046.wav	8
0	Cargo	Train	20171202e-64/141802	04281.wav	69
0	Cargo	Train	20171213g-100/234857	06704.wav	17
0	Cargo	Train	20171207f-83/190947	05534.wav	4
0	Cargo	Train	20171126a-50/035027	03303.wav	28
0	Cargo	Train	20171116-22/002044	01357.wav	40
0	Cargo	Train	20171118a-28/074918	01694.wav	27
0	Cargo	Train	20171206a-77/014907	05140.wav	45
0	Cargo	Train	20171206e-78/78	05238.wav	8
0	Cargo	Train	20171215a-107/112126	07157.wav	30
0	Cargo	Train	20171126c-52/063408	03452.wav	3
0	Cargo	Train	20171203-65/191824	04364.wav	28
0	Cargo	Train	20171202a-61/054923	04153.wav	40
0	Cargo	Train	20171207-79/010450	05261.wav	12
0	Cargo	Train	20171127-53/231436	03554.wav	25
0	Cargo	Train	20171209b-86/054935	05767.wav	29
0	Cargo	Train	20171125e-48/234924	03244.wav	57
0	Cargo	Train	20171110-7/7	00510.wav	69
0	Cargo	Train	20171201-59/080357	04040.wav	6
0	Cargo	Train	20171210-88/004442	05900.wav	39
0	Cargo	Train	20171104-1/1	00080.wav	18
0	Cargo	Train	20171205h-74/140834	04937.wav	12
0	Cargo	Train	20171210a-89/020139	05991.wav	48
0	Cargo	Train	20171202b-62/62	04194.wav	20
0	Cargo	Train	20171105a-3/3	00237.wav	27
0	Cargo	Test	20171205f-72/114551	04811.wav	37
0	Cargo	Test	20171111f-10/10	00669.wav	58
0	Cargo	Test	20171122c-37/113017	02402.wav	91
0	Cargo	Test	20171207d-82/100039	05511.wav	13
0	Cargo	Test	20171123-39/004508	02539.wav	2
0	Cargo	Test	20171215d-110/110	07384.wav	31
0	Cargo	Test	20171213b-96/96	06408.wav	11
0	Cargo	Test	20171112-12/12	00855.wav	47
0	Cargo	Test	20171206-76/004911	05043.wav	77
0	Cargo	Test	20171209-85/001029	05691.wav	101
0	Cargo	Test	20171106-4/4	00278.wav	18
0	Cargo	Test	20171130-57/165031	03851.wav	15
0	Cargo	Test	20171214b-102/091542	06822.wav	25
0	Cargo	Test	20171114c-16/16	00996.wav	58
0	Cargo	Test	20171111g-11/11	00803.wav	27
0	Cargo	Test	20171121e-33/202039	02205.wav	56
0	Cargo	Test	20171215e-111/214529	07427.wav	38
0	Cargo	Test	20171205f-72/114551	04775.wav	20
0	Cargo	Test	20171111f-10/10	00718.wav	23
0	Cargo	Test	20171122c-37/113017	02414.wav	9
0	Cargo	Test	20171207d-82/100039	05502.wav	18
0	Cargo	Test	20171123-39/004508	02525.wav	67
0	Cargo	Test	20171215d-110/110	07408.wav	12
0	Cargo	Test	20171213b-96/96	06410.wav	8
0	Cargo	Test	20171112-12/12	00830.wav	19
0	Cargo	Test	20171206-76/004911	05041.wav	52
0	Cargo	Test	20171209-85/001029	05740.wav	106
0	Cargo	Test	20171106-4/4	00283.wav	41
0	Cargo	Test	20171130-57/165031	03880.wav	41
0	Cargo	Test	20171214b-102/091542	06827.wav	38
0	Cargo	Test	20171114c-16/16	01020.wav	22
0	Cargo	Test	20171111g-11/11	00757.wav	30
0	Cargo	Test	20171121e-33/202039	02197.wav	40
0	Cargo	Test	20171215e-111/214529	07422.wav	36
0	Cargo	Test	20171205f-72/114551	04796.wav	45
0	Cargo	Test	20171111f-10/10	00687.wav	54
0	Cargo	Test	20171122c-37/113017	02472.wav	37
0	Cargo	Test	20171207d-82/100039	05495.wav	42
0	Cargo	Test	20171123-39/004508	02553.wav	45
0	Cargo	Test	20171215d-110/110	07398.wav	18
0	Cargo	Test	20171213b-96/96	06425.wav	17
0	Cargo	Test	20171112-12/12	00847.wav	3
0	Cargo	Test	20171206-76/004911	05048.wav	69
0	Cargo	Test	20171209-85/001029	05731.wav	53
0	Cargo	Test	20171106-4/4	00285.wav	37
0	Cargo	Test	20171130-57/165031	03868.wav	47
0	Cargo	Test	20171214b-102/091542	06821.wav	50
0	Cargo	Test	20171114c-16/16	00991.wav	42
0	Cargo	Test	20171111g-11/11	00739.wav	47
0	Cargo	Test	20171121e-33/202039	02251.wav	10
0	Cargo	Test	20171215e-111/214529	07429.wav	20
0	Cargo	Test	20171205f-72/114551	04813.wav	60
0	Cargo	Test	20171111f-10/10	00703.wav	19
0	Cargo	Test	20171122c-37/113017	02404.wav	82
0	Cargo	Test	20171207d-82/100039	05496.wav	28
0	Cargo	Test	20171123-39/004508	02546.wav	24
0	Cargo	Test	20171215d-110/110	07373.wav	6
0	Cargo	Test	20171213b-96/96	06431.wav	24
0	Cargo	Test	20171112-12/12	00836.wav	48
0	Cargo	Test	20171206-76/004911	05080.wav	48
0	Cargo	Test	20171209-85/001029	05687.wav	45
0	Cargo	Test	20171106-4/4	00292.wav	51
0	Cargo	Test	20171130-57/165031	03898.wav	7
0	Cargo	Test	20171214b-102/091542	06790.wav	14
0	Cargo	Test	20171114c-16/16	01035.wav	11
0	Cargo	Test	20171111g-11/11	00738.wav	69
0	Cargo	Test	20171121e-33/202039	02201.wav	20
0	Cargo	Test	20171215e-111/214529	07419.wav	26
0	Cargo	Test	20171205f-72/114551	04754.wav	53
0	Cargo	Test	20171111f-10/10	00704.wav	56
0	Cargo	Test	20171122c-37/113017	02425.wav	67
0	Cargo	Test	20171207d-82/100039	05518.wav	21
0	Cargo	Test	20171123-39/004508	02577.wav	22
0	Cargo	Test	20171215d-110/110	07391.wav	28
0	Cargo	Test	20171213b-96/96	06416.wav	35
0	Cargo	Test	20171112-12/12	00842.wav	22
0	Cargo	Test	20171206-76/004911	05076.wav	12
0	Cargo	Test	20171209-85/001029	05675.wav	19
0	Cargo	Test	20171106-4/4	00260.wav	20
0	Cargo	Test	20171130-57/165031	03893.wav	43
0	Cargo	Test	20171214b-102/091542	06856.wav	63
0	Cargo	Test	20171114c-16/16	01034.wav	31
0	Cargo	Test	20171111g-11/11	00743.wav	82
0	Cargo	Test	20171121e-33/202039	02241.wav	17
0	Cargo	Test	20171215e-111/214529	07412.wav	13
0	Cargo	Test	20171205f-72/114551	04777.wav	57
0	Cargo	Test	20171111f-10/10	00701.wav	51
0	Cargo	Test	20171122c-37/113017	02416.wav	12
0	Cargo	Test	20171207d-82/100039	05523.wav	6
0	Cargo	Test	20171123-39/004508	02574.wav	27
0	Cargo	Test	20171215d-110/110	07405.wav	9
0	Cargo	Test	20171213b-96/96	06409.wav	39
0	Cargo	Test	20171112-12/12	00828.wav	14
0	Cargo	Test	20171206-76/004911	05046.wav	28
0	Cargo	Test	20171209-85/001029	05712.wav	87
0	Cargo	Test	20171106-4/4	00289.wav	36
0	Cargo	Test	20171130-57/165031	03865.wav	51
0	Cargo	Test	20171214b-102/091542	06858.wav	9
0	Cargo	Test	20171114c-16/16	01014.wav	55
0	Cargo	Test	20171111g-11/11	00769.wav	39
0	Cargo	Test	20171121e-33/202039	02248.wav	58
0	Cargo	Test	20171215e-111/214529	07431.wav	18
0	Cargo	Test	20171205f-72/114551	04814.wav	34
0	Cargo	Test	20171111f-10/10	00720.wav	52
0	Cargo	Test	20171122c-37/113017	02400.wav	77
0	Cargo	Test	20171207d-82/100039	05500.wav	31
0	Cargo	Test	20171123-39/004508	02563.wav	57
0	Cargo	Test	20171215d-110/110	07381.wav	24
0	Cargo	Test	20171213b-96/96	06432.wav	30
0	Cargo	Test	20171112-12/12	00834.wav	41
0	Cargo	Test	20171206-76/004911	05093.wav	89
0	Cargo	Test	20171209-85/001029	05714.wav	85
0	Cargo	Test	20171106-4/4	00263.wav	62
0	Cargo	Test	20171130-57/165031	03856.wav	34
0	Cargo	Test	20171214b-102/091542	06787.wav	2
0	Cargo	Test	20171114c-16/16	00986.wav	43
0	Cargo	Test	20171111g-11/11	00748.wav	28
0	Cargo	Test	20171121e-33/202039	02252.wav	31
0	Cargo	Test	20171215e-111/214529	07414.wav	19
0	Cargo	Test	20171205f-72/114551	04784.wav	24
0	Cargo	Test	20171111f-10/10	00685.wav	41
0	Cargo	Test	20171122c-37/113017	02391.wav	56
0	Cargo	Test	20171207d-82/100039	05522.wav	37
0	Cargo	Test	20171123-39/004508	02529.wav	65
0	Cargo	Test	20171215d-110/110	07396.wav	15
0	Cargo	Test	20171213b-96/96	06424.wav	13
0	Cargo	Test	20171112-12/12	00814.wav	43
0	Cargo	Test	20171206-76/004911	05079.wav	83
0	Cargo	Test	20171209-85/001029	05728.wav	100
0	Cargo	Test	20171106-4/4	00287.wav	8
0	Cargo	Test	20171130-57/165031	03869.wav	57
0	Cargo	Test	20171214b-102/091542	06847.wav	51
0	Cargo	Test	20171114c-16/16	01000.wav	30
0	Cargo	Test	20171111g-11/11	00731.wav	77
0	Cargo	Test	20171121e-33/202039	02245.wav	41
0	Cargo	Test	20171215e-111/214529	07447.wav	7
0	Cargo	Test	20171205f-72/114551	04791.wav	35
0	Cargo	Test	20171111f-10/10	00668.wav	10
0	Cargo	Test	20171122c-37/113017	02421.wav	44
0	Cargo	Test	20171207d-82/100039	05519.wav	19
0	Cargo	Test	20171123-39/004508	02542.wav	41
0	Cargo	Test	20171215d-110/110	07382.wav	37
0	Cargo	Test	20171213b-96/96	06444.wav	19
0	Cargo	Test	20171112-12/12	00826.wav	27
0	Cargo	Test	20171206-76/004911	05031.wav	74
0	Cargo	Test	20171209-85/001029	05658.wav	75
0	Cargo	Test	20171106-4/4	00244.wav	63
0	Cargo	Test	20171130-57/165031	03853.wav	44
0	Cargo	Test	20171214b-102/091542	06800.wav	77
0	Cargo	Test	20171114c-16/16	01024.wav	44
0	Cargo	Val	20171205e-71/111659	04738.wav	48
0	Cargo	Val	20171113-13/13	00871.wav	21
0	Cargo	Val	20171125d-47/214505	03145.wav	23
0	Cargo	Val	20171215c-109/141018	07282.wav	23
0	Cargo	Val	20171205a-70/030344	04650.wav	66
0	Cargo	Val	20171210c-90/124043	06097.wav	17
0	Cargo	Val	20171107-5/5	00316.wav	28
0	Cargo	Val	20171120-30/214753	01772.wav	22
0	Cargo	Val	20171122a-35/060651	02290.wav	11
0	Cargo	Val	20171126-49/023314	03299.wav	18
0	Cargo	Val	20171125-44/44	02919.wav	18
0	Cargo	Val	20171115d-20/20	01276.wav	45
0	Cargo	Val	20171121c-32/111158	02045.wav	92
0	Cargo	Val	20171129-55/000645	03710.wav	7
0	Cargo	Val	20171107b-6/6	00380.wav	22
0	Cargo	Val	20171123c-40/135730	02643.wav	55
0	Cargo	Val	20171205e-71/111659	04715.wav	51
0	Cargo	Val	20171113-13/13	00923.wav	61
0	Cargo	Val	20171125d-47/214505	03138.wav	22
0	Cargo	Val	20171215c-109/141018	07297.wav	30
0	Cargo	Val	20171205a-70/030344	04686.wav	65
0	Cargo	Val	20171210c-90/124043	06077.wav	9
0	Cargo	Val	20171107-5/5	00327.wav	2
0	Cargo	Val	20171120-30/214753	01826.wav	17
0	Cargo	Val	20171122a-35/060651	02279.wav	23
0	Cargo	Val	20171126-49/023314	03257.wav	22
0	Cargo	Val	20171125-44/44	02897.wav	34
0	Cargo	Val	20171115d-20/20	01266.wav	18
0	Cargo	Val	20171121c-32/111158	02051.wav	123
0	Cargo	Val	20171129-55/000645	03719.wav	2
0	Cargo	Val	20171107b-6/6	00353.wav	46
0	Cargo	Val	20171123c-40/135730	02691.wav	95
0	Cargo	Val	20171205e-71/111659	04727.wav	32
0	Cargo	Val	20171113-13/13	00888.wav	27
0	Cargo	Val	20171125d-47/214505	03115.wav	33
0	Cargo	Val	20171215c-109/141018	07267.wav	115
0	Cargo	Val	20171205a-70/030344	04693.wav	42
0	Cargo	Val	20171210c-90/124043	06090.wav	38
0	Cargo	Val	20171107-5/5	00309.wav	3
0	Cargo	Val	20171120-30/214753	01818.wav	7
0	Cargo	Val	20171122a-35/060651	02320.wav	46
0	Cargo	Val	20171126-49/023314	03274.wav	36
0	Cargo	Val	20171125-44/44	02912.wav	7
0	Cargo	Val	20171115d-20/20	01309.wav	57
0	Cargo	Val	20171121c-32/111158	02181.wav	63
0	Cargo	Val	20171129-55/000645	03684.wav	30
0	Cargo	Val	20171107b-6/6	00370.wav	80
0	Cargo	Val	20171123c-40/135730	02602.wav	42
0	Cargo	Val	20171205e-71/111659	04720.wav	26
0	Cargo	Val	20171113-13/13	00870.wav	11
0	Cargo	Val	20171125d-47/214505	03128.wav	4
0	Cargo	Val	20171215c-109/141018	07262.wav	29
0	Cargo	Val	20171205a-70/030344	04641.wav	3
0	Cargo	Val	20171210c-90/124043	06101.wav	47
0	Cargo	Val	20171107-5/5	00332.wav	8
0	Cargo	Val	20171120-30/214753	01811.wav	50
0	Cargo	Val	20171122a-35/060651	02325.wav	30
0	Cargo	Val	20171126-49/023314	03285.wav	26
0	Cargo	Val	20171125-44/44	02914.wav	5
0	Cargo	Val	20171115d-20/20	01308.wav	10
0	Cargo	Val	20171121c-32/111158	02167.wav	69
0	Cargo	Val	20171129-55/000645	03690.wav	43
0	Cargo	Val	20171107b-6/6	00364.wav	34
0	Cargo	Val	20171123c-40/135730	02684.wav	75
0	Cargo	Val	20171205e-71/111659	04728.wav	41
0	Cargo	Val	20171113-13/13	00874.wav	54
0	Cargo	Val	20171125d-47/214505	03135.wav	27
0	Cargo	Val	20171215c-109/141018	07291.wav	11
0	Cargo	Val	20171205a-70/030344	04675.wav	58
0	Cargo	Val	20171210c-90/124043	06118.wav	65
0	Cargo	Val	20171107-5/5	00304.wav	30
0	Cargo	Val	20171120-30/214753	01797.wav	19
0	Cargo	Val	20171122a-35/060651	02307.wav	3
0	Cargo	Val	20171126-49/023314	03288.wav	16
0	Cargo	Val	20171125-44/44	02902.wav	35
0	Cargo	Val	20171115d-20/20	01258.wav	50
0	Cargo	Val	20171121c-32/111158	02072.wav	102
0	Cargo	Val	20171129-55/000645	03671.wav	59
0	Cargo	Val	20171107b-6/6	00425.wav	77
0	Cargo	Val	20171123c-40/135730	02607.wav	7
0	Cargo	Val	20171205e-71/111659	04716.wav	42
0	Cargo	Val	20171113-13/13	00875.wav	40
0	Cargo	Val	20171125d-47/214505	03121.wav	35
0	Cargo	Val	20171215c-109/141018	07308.wav	124
0	Cargo	Val	20171205a-70/030344	04630.wav	53
0	Cargo	Val	20171210c-90/124043	06128.wav	27
0	Cargo	Val	20171107-5/5	00325.wav	36
0	Cargo	Val	20171120-30/214753	01816.wav	21
0	Cargo	Val	20171122a-35/060651	02304.wav	56
0	Cargo	Val	20171126-49/023314	03275.wav	45
0	Cargo	Val	20171125-44/44	02896.wav	32
0	Cargo	Val	20171115d-20/20	01240.wav	32
0	Cargo	Val	20171121c-32/111158	02102.wav	12
0	Cargo	Val	20171129-55/000645	03667.wav	12
0	Cargo	Val	20171107b-6/6	00409.wav	89
0	Cargo	Val	20171123c-40/135730	02667.wav	21
0	Cargo	Val	20171205e-71/111659	04706.wav	28
0	Cargo	Val	20171113-13/13	00904.wav	32
0	Cargo	Val	20171125d-47/214505	03142.wav	40
0	Cargo	Val	20171215c-109/141018	07269.wav	77
0	Cargo	Val	20171205a-70/030344	04654.wav	16
0	Cargo	Val	20171210c-90/124043	06092.wav	70
0	Cargo	Val	20171107-5/5	00335.wav	12
0	Cargo	Val	20171120-30/214753	01790.wav	27
0	Cargo	Val	20171122a-35/060651	02284.wav	37
0	Cargo	Val	20171126-49/023314	03266.wav	37
0	Cargo	Val	20171125-44/44	02920.wav	23
0	Cargo	Val	20171115d-20/20	01247.wav	25
0	Cargo	Val	20171121c-32/111158	02114.wav	81
0	Cargo	Val	20171129-55/000645	03689.wav	23
0	Cargo	Val	20171107b-6/6	00401.wav	18
0	Cargo	Val	20171123c-40/135730	02686.wav	47
0	Cargo	Val	20171205e-71/111659	04724.wav	37
0	Cargo	Val	20171113-13/13	00905.wav	38
0	Cargo	Val	20171125d-47/214505	03144.wav	8
0	Cargo	Val	20171215c-109/141018	07287.wav	32
0	Cargo	Val	20171205a-70/030344	04672.wav	63
0	Cargo	Val	20171210c-90/124043	06089.wav	35
0	Cargo	Val	20171107-5/5	00311.wav	17
0	Cargo	Val	20171120-30/214753	01791.wav	42
0	Cargo	Val	20171122a-35/060651	02277.wav	14
0	Cargo	Val	20171126-49/023314	03283.wav	42
0	Cargo	Val	20171125-44/44	02900.wav	40
0	Cargo	Val	20171115d-20/20	01250.wav	74
0	Cargo	Val	20171121c-32/111158	02121.wav	118
0	Cargo	Val	20171129-55/000645	03726.wav	8
0	Cargo	Val	20171107b-6/6	00417.wav	92
0	Cargo	Val	20171123c-40/135730	02622.wav	91
0	Cargo	Val	20171205e-71/111659	04708.wav	39
0	Cargo	Val	20171113-13/13	00872.wav	23
0	Cargo	Val	20171125d-47/214505	03146.wav	32
0	Cargo	Val	20171215c-109/141018	07337.wav	67
0	Cargo	Val	20171205a-70/030344	04695.wav	52
0	Cargo	Val	20171210c-90/124043	06127.wav	73
0	Cargo	Val	20171107-5/5	00319.wav	19
0	Cargo	Val	20171120-30/214753	01775.wav	61
0	Cargo	Val	20171122a-35/060651	02303.wav	6
0	Cargo	Val	20171126-49/023314	03264.wav	29
0	Cargo	Val	20171125-44/44	02882.wav	3
0	Cargo	Val	20171115d-20/20	01306.wav	39
0	Cargo	Val	20171121c-32/111158	02064.wav	95
0	Cargo	Val	20171129-55/000645	03674.wav	15
0	Cargo	Val	20171107b-6/6	00397.wav	67
0	Cargo	Val	20171123c-40/135730	02692.wav	84
0	Cargo	Val	20171205e-71/111659	04747.wav	15
0	Cargo	Val	20171113-13/13	00863.wav	46
0	Cargo	Val	20171125d-47/214505	03125.wav	17
0	Cargo	Val	20171215c-109/141018	07292.wav	104
0	Cargo	Val	20171205a-70/030344	04634.wav	24
0	Cargo	Val	20171210c-90/124043	06098.wav	54
1	Tanker	Train	20171126a-153/090000	05387.wav	2
1	Tanker	Train	20171014-143/115751	05082.wav	5
1	Tanker	Train	20170608-113/234244	03829.wav	2
1	Tanker	Train	20180509-204/124919	07336.wav	9
1	Tanker	Train	20180821-230/005202	08466.wav	45
1	Tanker	Train	20160509-1/123109	00048.wav	39
1	Tanker	Train	20170412-96/114857	03063.wav	2
1	Tanker	Train	20170326a-88/203852	02856.wav	4
1	Tanker	Train	20170909-138/191109	04942.wav	11
1	Tanker	Train	20180206a-176/131726	06119.wav	11
1	Tanker	Train	20160724-27/025459	01090.wav	46
1	Tanker	Train	20170409-95/031833	02970.wav	6
1	Tanker	Train	20180413-191/212814	06657.wav	2
1	Tanker	Train	20180430-200/033225	07110.wav	20
1	Tanker	Train	20180602-212/172529	07588.wav	33
1	Tanker	Train	20170529-110/124845	03701.wav	38
